job_id,file_name,status,time,new_unary,new_binary,other,total_derive_0,all_derive,percentage
898137,interleave2023_24.0_c1b5c3d1016de7baeb0ddb3a2ab2d891,SAT,121.883,0,0,0,38,38,1.0
897901,interleave2023_24.0_27b4fe4cb0b4e2fd8327209ca5ff352c,UNDEFINED/UNSAT,0.877,3,87,13,1,3,0.3333333333333333
898145,interleave2023_24.0_cd118ff851f95661b2a3adfc3e393c74,SLURM_TIME_LIMIT,5100,0,5,0,132,134,0.9850746268656716
898192,interleave2023_24.0_f08b3567642ea029452fff2c1d10c132,UNDEFINED/UNSAT,1914.148,0,214,0,58,93,0.6236559139784946
898104,interleave2023_24.0_aa4a861240c0c39b5aa44602133ae5e1,UNDEFINED/UNSAT,1011.861,0,72,8,75,94,0.7978723404255319
898023,interleave2023_24.0_758f9ed67b4d2068c209157335e07266,SLURM_TIME_LIMIT,5100,0,16,0,157,163,0.9631901840490797
898194,interleave2023_24.0_f20c2aa0f9cced05a74031e0a3afaa1a,SAT,581.728,54,15,0,17,27,0.6296296296296297
897969,interleave2023_24.0_4fd2e4e6ecb4fe8d3f9e1fda81633469,SAT,21.311,0,2,0,2,3,0.6666666666666666
897839,interleave2023_24.0_075ca0a158690a55b7254d9aaee2e103,UNDEFINED/UNSAT,309.563,5,2,0,6,8,0.75
898016,interleave2023_24.0_71dbf7ab78ef93c3d491c67752f03fd1,UNDEFINED/UNSAT,157.25,434,7,6,2,5,0.4
897950,interleave2023_24.0_41c39c9a2d75ca50b603ea7c3d86106a,SAT,28.707,0,3,0,2,3,0.6666666666666666
897868,interleave2023_24.0_1932e1e8f0c78372759909e45a19ecc7,SAT,42.237,0,8,0,5,8,0.625
897948,interleave2023_24.0_41457ee03686b32962c12445524f62a9,UNDEFINED/UNSAT,319.695,4,204,0,45,67,0.6716417910447762
898178,interleave2023_24.0_e444548857eaf649c4624e3494c89c8e,UNDEFINED/UNSAT,770.748,5,0,0,7,8,0.875
897845,interleave2023_24.0_0982db5b0b15642e79e8242881529b39,OUT_OF_MEMORY,5100,0,0,0,90,90,1.0
897859,interleave2023_24.0_150b5f8cac40bb4e0fcbdd65c3c04701,OUT_OF_MEMORY,5100,0,0,0,0,0,0
898111,interleave2023_24.0_af1e84bc2ab44d87d1c4c0cbf9e601c5,SLURM_TIME_LIMIT,5100,0,0,0,174,174,1.0
897900,interleave2023_24.0_275d36e3f246990dccd094e5e1442ba9,SLURM_TIME_LIMIT,5100,0,2,0,136,137,0.9927007299270073
897938,interleave2023_24.0_38ca761a5808eace8bc8f1fcfdb5b5a8,SLURM_TIME_LIMIT,5100,6,362,0,57,101,0.5643564356435643
897946,interleave2023_24.0_4029fbae284eaf924b37b6f43d3a67fb,SLURM_TIME_LIMIT,5100,0,0,0,167,167,1.0
898034,interleave2023_24.0_8270ae50e6f2881136868db6d3a88eee,UNDEFINED/UNSAT,3621.906,5,38,10,126,134,0.9402985074626866
898044,interleave2023_24.0_8a7a61a63a718e4dc5aba5426b31c063,UNDEFINED/UNSAT,1903.352,5,5,0,5,8,0.625
898196,interleave2023_24.0_f35ed23733431177436a1e7797c07dfe,SAT,125.695,0,0,0,38,38,1.0
898200,interleave2023_24.0_f57aba96bfed8f8a8b860eba1a8f1ea5,SLURM_TIME_LIMIT,5100,0,1050,0,86,143,0.6013986013986014
897872,interleave2023_24.0_1a63072b90f88c7fa621b5041f412b79,UNDEFINED/UNSAT,781.286,4,1,0,7,8,0.875
898110,interleave2023_24.0_ae9b7950ef1513068bb9339893ec8c50,SLURM_TIME_LIMIT,5100,0,0,0,174,174,1.0
898147,interleave2023_24.0_cd86fbfd8b7e0d66ec5fe8fe85c014d3,SLURM_TIME_LIMIT,5100,1,343,0,110,147,0.7482993197278912
898026,interleave2023_24.0_79c109a8c1da53c6b636d3835f11a19d,UNDEFINED/UNSAT,440.366,22,355,103,2,12,0.16666666666666666
897932,interleave2023_24.0_36c342091848d5d6a1a8eeb3a8b49b86,SAT,5100,184,28,0,1,2,0.5
898134,interleave2023_24.0_c0069efa0c924e416878d9426f1ef92e,SAT,124.991,0,0,0,38,38,1.0
898189,interleave2023_24.0_eecdcc36d35f06224cc972cbb08de804,SAT,1197.646,0,0,0,115,115,1.0
898030,interleave2023_24.0_7dc81d3cb9066f8bc06ceffbca237572,SLURM_TIME_LIMIT,5100,0,1262,0,109,168,0.6488095238095238
