job_id,file_name,status,time
884836,cadical_f02379d63678798e38dcc52b043cc51d,SATISFIABLE,196
884844,cadical_f4064d73fd6e69caf154046e61fea7b8,UNDEFINED,4999
884871,cadical_db4a0d4ba26c46d66ad6cdcb0645a4d9,UNSATISFIABLE,313
884857,cadical_a4b05fbc5be28207b704e1fae4b7c8a0,UNDEFINED,4998
884839,cadical_af5838e83024d2dee3942be8d8e35fec,UNDEFINED,4999
884821,cadical_a09a2d7397732447bdcc9651973767b7,UNDEFINED,4999
884862,cadical_e51a98d78f61103e0672579e87cfd7e5,UNSATISFIABLE,1314
884866,cadical_ae9b7950ef1513068bb9339893ec8c50,UNDEFINED,4999
884876,cadical_bcd753d08904860fa93a794557185e04,UNDEFINED,5000
884828,cadical_af1e84bc2ab44d87d1c4c0cbf9e601c5,UNDEFINED,4999
884861,cadical_cdd131110acc861a5a01fae6c4936c91,SATISFIABLE,4634
884831,cadical_bc3a8bd47c5575c2f1b31882d28ee091,UNDEFINED,5000
884856,cadical_d6402b482a5dc102a5b09360689e2be8,UNSATISFIABLE,484
884868,cadical_aa0d6b8c63f57956b9aed350f38e0571,UNDEFINED,4999
884873,cadical_e444548857eaf649c4624e3494c89c8e,UNSATISFIABLE,592
884841,cadical_b157aeb75aec9158fed9e16d7fd2da57,UNDEFINED,5000
884834,cadical_d89718e39ff99638c2882b47988120cd,SATISFIABLE,26
884864,cadical_e6d247292b525447a220323901842e4c,UNDEFINED,5000
884842,cadical_cd118ff851f95661b2a3adfc3e393c74,UNDEFINED,5000
884817,cadical_d60f56735dc8e89d7d91a01f4340df0c,UNSATISFIABLE,981
884858,cadical_e966bddd11e46b735f8520f8304e368e,SATISFIABLE,67
884881,cadical_d1f4348ad66cae01386777daae51c024,UNDEFINED,5000
884825,cadical_da43a3ef0ef5d34143e765d480dedc7a,UNSATISFIABLE,72
884832,cadical_f08b3567642ea029452fff2c1d10c132,UNSATISFIABLE,4096
884865,cadical_ddd3b43476c18cf483aac233d4dc1c68,SATISFIABLE,27
884826,cadical_cd86fbfd8b7e0d66ec5fe8fe85c014d3,UNDEFINED,4999
884824,cadical_b6c6f1081dbb672e8294685d03326b09,UNDEFINED,4999
884870,cadical_cbd0933002d6c4ea99ceb47bb0c3f4c9,SATISFIABLE,2025
884863,cadical_caead0e04b6de4365822b25dfd55967f,UNDEFINED,5000
884815,cadical_f20c2aa0f9cced05a74031e0a3afaa1a,SATISFIABLE,193
884819,cadical_eecdcc36d35f06224cc972cbb08de804,SATISFIABLE,58
884851,cadical_d3daba681653ea969bedf0c4a2fdb947,UNSATISFIABLE,455
884879,cadical_f090d0d6eaff3b92c817f5db6fa47544,UNDEFINED,4999
884823,cadical_cd58fa8eba4046fd0a86642e1fe26cb9,UNDEFINED,4999
884835,cadical_deef4e5f8bf88393cea9589dff97d70c,UNDEFINED,5000
884850,cadical_ed76b075cdf07435c6e4f6203dd10cb7,SATISFIABLE,352
884852,cadical_a64f3c1afd7e0f6165efbe9fc2fc8003,UNDEFINED,4999
884829,cadical_d5efaaee0197822c2676e45bac5068b2,SATISFIABLE,1061
884827,cadical_eec821f866557886a5b0352332943fa2,SATISFIABLE,207
884846,cadical_bbf800109d039e117ed60593c185692c,UNDEFINED,4999
884845,cadical_dd6ef995af0267ce71076250a1226801,UNDEFINED,4999
884872,cadical_b5b1803491a265b02d595c1fb62d5991,UNDEFINED,5000
884849,cadical_e5a72ac8f4880702a4deacc7854318e8,out_of_memory,None
884878,cadical_a98d77ba9d3fbe8b7c55cbf75b2b43a8,UNDEFINED,4999
884854,cadical_d17aa530bbd09452b0f32daf4ab9c8f0,UNDEFINED,4999
884837,cadical_b3840e295097a13e6697fff6be813eeb,UNDEFINED,4999
884848,cadical_d66ab8bce1b8979dbd26b3c220e817be,SATISFIABLE,1649
884814,cadical_dd169198070f9aa35015de65e8209a05,UNDEFINED,5000
884877,cadical_f0895a5904fb97278b7b54733ee1dabb,SATISFIABLE,23
884875,cadical_e46bdd62b3789b64f7fbb3bd6c99484e,UNDEFINED,5000
884830,cadical_c32f194ad850c944142c74514dfb3c5f,UNDEFINED,4999
884820,cadical_d8f131a86243ef138af39abf52a479e5,SATISFIABLE,62
884813,cadical_ea5b47b3ffb3b8cb77a2cff83cc1ffba,out_of_memory,None
884860,cadical_f26f199564d6ffac7e700c2e66470ec0,UNDEFINED,5000
884874,cadical_a7bbcc6535cca5a37f015f29090e8797,UNDEFINED,5000
884855,cadical_d89f0a7a08f9b60579b26b01e2196394,UNDEFINED,4999
