job_id,file_name,status,time,new_unary,new_binary,other,total_derive_0,all_derive,percentage
900916,interleave_34.0_fb852d4b14865a562c1a38a77c8517d1-sted6_0x0-135,SAT,1559.616,0,339,0,27,47,0.574468085106383
900810,interleave_34.0_0acb650946685281a796dcada88f8cfd-SGI_30_60_25_40_2-dir.shuffled-as.sat03-120,UNDEFINED/UNSAT,2726.192,30,525,377,52,77,0.6753246753246753
900906,interleave_34.0_eb8a05f11e4720d801e213c3648f8bba-ctl_3791_556_unsat_pre,UNDEFINED/UNSAT,1756.698,0,1210,0,43,70,0.6142857142857143
900834,interleave_34.0_3b5f922e28a18ed17be03f0fd3923ce8-bivium-39-200-0s0-0x5fa955de2b4f64d00226837d226c955de4566ce95f660180d7-30,UNDEFINED/UNSAT,2085.597,0,51,0,57,67,0.8507462686567164
900840,interleave_34.0_45c29ed9f56511fb8800e91fca228740-a_rphp085_04,UNDEFINED/UNSAT,1558.233,11,1434,2892,30,85,0.35294117647058826
900862,interleave_34.0_805a742eb8b4e0df3561ca8e0670670b-homer20.shuffled,SLURM_TIME_LIMIT,5100,0,0,0,102,102,1.0
900813,interleave_34.0_0d16634437519c6d2e1ae0cf82145e07-connm-ue-csp-sat-n1200-d-0.04-s706145924.used-as.sat04-971,SAT,1157.365,0,163,0,31,51,0.6078431372549019
900822,interleave_34.0_1bd9d36816a8b56557a2fe470a8cbf1c-hwb-n26-03-S540351185.sat05-490.reshuffled-07,UNDEFINED/UNSAT,1710.848,0,23,21,59,67,0.8805970149253731
900873,interleave_34.0_953e9ff735bdf5ada27b0ab2b908b6af-WS_400_24_70_10.apx_1_DC-ST,UNDEFINED/UNSAT,1731.769,0,53,4,60,70,0.8571428571428571
900844,interleave_34.0_52f0758b80219735043645a58651e0d3-fixedbandwidth-eq-32_shuffled,UNDEFINED/UNSAT,4809.314,0,0,0,88,88,1.0
900802,interleave_34.0_017ba03ed108f492c9293c7c95e5cae9-multiplier_14bits__miter_14,SLURM_TIME_LIMIT,5100,9,254,0,34,71,0.4788732394366197
900881,interleave_34.0_abe802007c9aed4eab2e758fb130174b-mp1-klieber2017s-1600-022-eq,UNDEFINED/UNSAT,1414.778,0,394,10,16,47,0.3404255319148936
900811,interleave_34.0_0b4421f6aac81e2dbc87c5b5ddae6511-52bits_12.dimacs,SAT,415.568,12,164,42,11,28,0.39285714285714285
900874,interleave_34.0_99718c1729a8de3347a9946f1836421d-bivium-39-200-0s0-0xdcfb6ab71951500b8e460045bd45afee15c87e08b0072eb174-43,UNDEFINED/UNSAT,1219.637,1,92,0,48,67,0.7164179104477612
900891,interleave_34.0_b870acb8393c23186e03496a68ef5f24-dimacs,UNDEFINED/UNSAT,3637.788,26,507,19,11,39,0.28205128205128205
900902,interleave_34.0_df03334f1c8f744c7f08414d8c955a36-gensys-ukn007.shuffled-as.sat05-3350,UNDEFINED/UNSAT,3629.979,0,526,0,21,57,0.3684210526315789
900859,interleave_34.0_7ae7a8ac37541f83c41cde6900f34412-sha1r17m146ABCD,SAT,154.975,9,146,1,9,17,0.5294117647058824
900907,interleave_34.0_ee4fb1a1a04befd91146ee6c8f06541c-rphp4_085_shuffled,UNDEFINED/UNSAT,1304.166,33,980,2444,53,83,0.6385542168674698
900808,interleave_34.0_08abbb56b2345b2da7af8866a4e8ad44-size_4_5_5_i037_w31_r9,UNDEFINED/UNSAT,2637.61,20,1581,82,15,62,0.24193548387096775
900819,interleave_34.0_19c3796341c9361f30fc4d03d1914fb6-hitag2-10-60-0-0xdf7fa6426edec07-17,UNDEFINED/UNSAT,2644.998,22,190,3,45,68,0.6617647058823529
900890,interleave_34.0_b862f2dddbc93dabf6a3a6eeca22d468-VanDerWaerden_pd_2-3-22_464,SLURM_TIME_LIMIT,5100,0,5,67,116,118,0.9830508474576272
900820,interleave_34.0_19dc8e4bf621cbc8a762c35525f883d6-50bits_13.dimacs,SAT,40.959,8,30,1,5,9,0.5555555555555556
900894,interleave_34.0_ca3cf0bdc9f9a7d5f9024c8df7e04756-SGI_30_60_23_50_8-dir.shuffled-as.sat03-116,UNDEFINED/UNSAT,3988.571,5,367,226,68,85,0.8
900817,interleave_34.0_1575dcf4547f5854850b971013683c37-edit_distance007_85,UNDEFINED/UNSAT,1108.368,54,971,268,4,40,0.1
900876,interleave_34.0_9cf87c9798f4ffe885f2de05503d28fc-SGI_30_70_20_70_1-dir.shuffled-as.sat03-146,UNDEFINED/UNSAT,3125.993,1,129,34,72,88,0.8181818181818182
900832,interleave_34.0_3598c10125496ad7218852effc5c711f-SGI_30_70_22_70_7-dir.shuffled-as.sat03-154,SLURM_TIME_LIMIT,5100,0,235,117,76,94,0.8085106382978723
900829,interleave_34.0_2de2fae0ba0682cdde41af2216550302-SGI_30_60_28_50_8-dir.shuffled-as.sat03-128,SLURM_TIME_LIMIT,5100,28,808,519,68,91,0.7472527472527473
900905,interleave_34.0_eacc395ad0ff3a78fdc9e2a6accaefe7-rbsat-v760c43649gyes10,SAT,160.43099999999998,0,0,39,37,37,1.0
900821,interleave_34.0_1b72d2cd3e978b7ad976b6f1d2174dd4-edges-070-3-10062999-36,UNDEFINED/UNSAT,4064.791,3,53,3,83,93,0.8924731182795699
